experiment,scenario,value,policy,n_seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,p_c5_viol_mean,p_c5_viol_std,p_c6_viol_mean,p_c6_viol_std,p_c6_exceed_ratio_mean,p_c6_exceed_ratio_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std,mean_c5_excess_ratio_mean,mean_c5_excess_ratio_std,mean_overflow_prob_mean,mean_overflow_prob_std,mean_m1_excess_cond_mean,mean_m1_excess_cond_std,mean_m2_excess_cond_mean,mean_m2_excess_cond_std,mean_offload_ratio_mean,mean_offload_ratio_std,total_energy_mean,total_energy_std,avg_energy_per_slot_user_mean,avg_energy_per_slot_user_std,action_0_ratio_mean,action_0_ratio_std,action_1_ratio_mean,action_1_ratio_std,action_2_ratio_mean,action_2_ratio_std,action_3_ratio_mean,action_3_ratio_std,action_4_ratio_mean,action_4_ratio_std,action_5_ratio_mean,action_5_ratio_std,action_6_ratio_mean,action_6_ratio_std,action_7_ratio_mean,action_7_ratio_std
stress_scan,load_scale,0.5,Full,3,15,0.5,1.0,1.0,1.0,1000,0.7,0.9631851851851851,0.0011086392257108697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.8687766876543,1.7431854540592924,0.0,0.0,0.0,0.0,0.0,0.0,0.04970370370370363,0.0015216769321610446,1192097.7868732251,243034.0968950008,264.9106193051611,54.00757708777795,0.0,0.0,0.0,0.0,0.0,0.0,0.9502962962962963,0.0015216769321610287,0.009259259259259259,0.0017622781116104177,0.009851851851851851,0.0016463785756216942,0.009407407407407408,0.0008181748901620193,0.021185185185185185,0.0010936905970543266
stress_scan,load_scale,0.5,IQL,3,15,0.5,1.0,1.0,1.0,1000,0.7,0.9634074074074074,0.001409355377069715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.73103901679013,0.9873761792475281,0.0,0.0,0.0,0.0,0.0,0.0,0.04992592592592585,0.0019401186449938962,1483978.3747856084,288369.6753055642,329.77297217457965,64.08215006790317,0.0,0.0,0.0,0.0,0.0,0.0,0.9500740740740741,0.001940118644993906,0.009333333333333332,0.0016127067449686844,0.00962962962962963,0.00037770514915502095,0.009333333333333332,0.0010102356812582113,0.02162962962962963,0.0013618352822852029
stress_scan,load_scale,0.5,No-EVT,3,15,0.5,1.0,1.0,1.0,1000,0.7,0.9631851851851851,0.0011086392257108697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.8687766876543,1.7431854540592924,0.0,0.0,0.0,0.0,0.0,0.0,0.04970370370370363,0.0015216769321610446,1192097.7868732251,243034.0968950008,264.9106193051611,54.00757708777795,0.0,0.0,0.0,0.0,0.0,0.0,0.9502962962962963,0.0015216769321610287,0.009259259259259259,0.0017622781116104177,0.009851851851851851,0.0016463785756216942,0.009407407407407408,0.0008181748901620193,0.021185185185185185,0.0010936905970543266
stress_scan,load_scale,0.5,C6-Only,3,15,0.5,1.0,1.0,1.0,1000,0.7,0.9631851851851851,0.0011086392257108697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.8687766876543,1.7431854540592924,0.0,0.0,0.0,0.0,0.0,0.0,0.04970370370370363,0.0015216769321610446,1192097.7868732251,243034.0968950008,264.9106193051611,54.00757708777795,0.0,0.0,0.0,0.0,0.0,0.0,0.9502962962962963,0.0015216769321610287,0.009259259259259259,0.0017622781116104177,0.009851851851851851,0.0016463785756216942,0.009407407407407408,0.0008181748901620193,0.021185185185185185,0.0010936905970543266
stress_scan,load_scale,0.5,Lyapunov-Greedy,3,15,0.5,1.0,1.0,1.0,1000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.29435500617285,0.06120401315506211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2150000000000054,0.0,0.0002700000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Non-MEC,3,15,0.5,1.0,1.0,1.0,1000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.29435500617285,0.06120401315506211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2150000000000054,0.0,0.0002700000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Stand-alone MEC,3,15,0.5,1.0,1.0,1.0,1000,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3002308.4754627943,2017.9019392837768,667.1796612139543,0.4484226531741674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
stress_scan,load_scale,0.5,Random,3,15,0.5,1.0,1.0,1.0,1000,0.7,0.751037037037037,0.002643936044085188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.4321212566667,3.981931666734825,0.0,0.0,0.0,0.0,0.0,0.0,0.4975555555555557,0.005491482368251962,6658299.947543588,92702.70926589679,1479.6222105652416,20.600602059088136,0.1262222222222222,0.005345664756346287,0.12044444444444445,0.0018144368465060525,0.12748148148148147,0.0016363497803240405,0.1282962962962963,0.006454228418012438,0.12496296296296297,0.003846149625406569,0.12466666666666666,0.0026168180344675056,0.1228888888888889,0.001369869778437548,0.12503703703703703,0.0016463785756216905
stress_scan,load_scale,1.0,Full,3,15,1.0,1.0,1.0,1.0,1000,0.7,0.9608888888888889,0.001550255521218949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.8835100454321,1.3234646482981705,0.0,0.0,0.0,0.0,0.0,0.0,0.04955555555555549,0.0016629588385661954,2310736.4695087383,631420.4757580365,513.496993224164,140.31566127956367,0.0,0.0,0.0,0.0,0.0,0.0,0.9504444444444444,0.001662958838566201,0.009777777777777778,0.0012570787221094176,0.010740740740740742,0.001031732464976601,0.009407407407407408,0.0017900808849769735,0.01962962962962963,0.0007332959212304934
stress_scan,load_scale,1.0,IQL,3,15,1.0,1.0,1.0,1.0,1000,0.7,0.9604444444444444,0.0020204713625164234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.11028597530867,2.85104919119656,0.0,0.0,0.0,0.0,0.0,0.0,0.04962962962962956,0.001477773136537782,2146275.935245244,547109.0826339124,476.9502078322765,121.57979614086945,0.0,0.0,0.0,0.0,0.0,0.0,0.9503703703703704,0.0014777731365377574,0.010148148148148147,0.0019058785674472007,0.01074074074074074,0.0014553246447695182,0.009481481481481481,0.001235061629669116,0.01925925925925926,0.0015431604930370116
