experiment,scenario,value,policy,n_seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,p_c5_viol_mean,p_c5_viol_std,p_c6_viol_mean,p_c6_viol_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std,mean_c5_excess_ratio_mean,mean_c5_excess_ratio_std,mean_overflow_prob_mean,mean_overflow_prob_std,mean_m1_excess_cond_mean,mean_m1_excess_cond_std,mean_m2_excess_cond_mean,mean_m2_excess_cond_std,mean_offload_ratio_mean,mean_offload_ratio_std,total_energy_mean,total_energy_std,avg_energy_per_slot_user_mean,avg_energy_per_slot_user_std,action_0_ratio_mean,action_0_ratio_std,action_1_ratio_mean,action_1_ratio_std,action_2_ratio_mean,action_2_ratio_std,action_3_ratio_mean,action_3_ratio_std,action_4_ratio_mean,action_4_ratio_std,action_5_ratio_mean,action_5_ratio_std,action_6_ratio_mean,action_6_ratio_std,action_7_ratio_mean,action_7_ratio_std
stress_scan,load_scale,0.5,Full,5,15,0.5,1.0,1.0,1.0,2000,0.7,0.9738444444444444,0.0007906865277625311,0.0,0.0,0.0,0.0,0.0,0.0,271.3788699130371,1.0893665641058876,0.0,0.0,0.0,0.0,0.0,0.0,0.05088888888888876,0.0015120911854403492,618473781.7634708,93804404.05416729,68719.30908483009,10422.711561574142,0.0,0.0,0.0,0.0,0.0,0.0,0.9491111111111111,0.0015120911854403707,0.006222222222222222,0.0005533288710217213,0.006755555555555556,0.0007316478948068591,0.006622222222222222,0.00031111111111111096,0.03128888888888889,0.0008765814632584898
stress_scan,load_scale,0.5,IQL,5,15,0.5,1.0,1.0,1.0,2000,0.7,0.9741333333333333,0.0008444444444445008,0.0,0.0,0.0,0.0,0.0,0.0,269.9805536121482,0.9849711609647653,0.0,0.0,0.0,0.0,0.0,0.0,0.05062222222222209,0.0014999588471720975,716429422.7112007,87314707.26433621,79603.26919013342,9701.634140481801,0.0,0.0,0.0,0.0,0.0,0.0,0.9493777777777778,0.0014999588471721207,0.006266666666666667,0.0003030707043774633,0.006422222222222222,0.000858939915115008,0.006711111111111111,0.0004640136226182466,0.03122222222222222,0.0009686442096757045
stress_scan,load_scale,0.5,No-EVT,5,15,0.5,1.0,1.0,1.0,2000,0.7,0.9738444444444444,0.0007906865277625311,0.0,0.0,0.0,0.0,0.0,0.0,271.3788699130371,1.0893665641058876,0.0,0.0,0.0,0.0,0.0,0.0,0.05088888888888876,0.0015120911854403492,618473781.7634708,93804404.05416729,68719.30908483009,10422.711561574142,0.0,0.0,0.0,0.0,0.0,0.0,0.9491111111111111,0.0015120911854403707,0.006222222222222222,0.0005533288710217213,0.006755555555555556,0.0007316478948068591,0.006622222222222222,0.00031111111111111096,0.03128888888888889,0.0008765814632584898
stress_scan,load_scale,0.5,Lyapunov-Greedy,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.21383414600007,0.08190355114602553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Non-MEC,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.21383414600007,0.08190355114602553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Stand-alone MEC,5,15,0.5,1.0,1.0,1.0,2000,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1377942732.4564571,668795.3868435968,153104.74805071746,74.31059853817503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
stress_scan,load_scale,0.5,Random,5,15,0.5,1.0,1.0,1.0,2000,0.7,0.7505777777777778,0.0030007406493137733,0.0,0.0,0.0,0.0,0.0,0.0,624.1098120767778,10.116071715482976,0.0,0.0,0.0,0.0,0.0,0.0,0.49913333333333315,0.006032995693437672,2966509038.6438704,93616347.12034854,329612.11540487444,10401.816346705406,0.12457777777777779,0.0016486432880881286,0.12517777777777778,0.0035877707236433138,0.1255111111111111,0.00341138254439421,0.1256,0.002659805989397454,0.12291111111111111,0.0036075366924889773,0.12817777777777778,0.0022917996594406646,0.12533333333333332,0.002942242363140192,0.1227111111111111,0.002128698669302762
stress_scan,load_scale,1.0,Full,5,15,1.0,1.0,1.0,1.0,2000,0.7,0.9718,0.0012077936214846135,0.0,0.0,0.0,0.0,0.0,0.0,514.0586270088891,2.007050628777534,0.0,0.0,0.0,0.0,0.0,0.0,0.05051111111111098,0.0012143178748723724,1456083962.4920695,331247844.4150002,161787.10694356327,36805.31604611114,0.0,0.0,0.0,0.0,0.0,0.0,0.9494888888888889,0.0012143178748723765,0.0071111111111111115,0.0008403409067195127,0.0072,0.000751623756679456,0.007311111111111111,0.0003014368881389007,0.028888888888888888,0.0006166416411338489
stress_scan,load_scale,1.0,IQL,5,15,1.0,1.0,1.0,1.0,2000,0.7,0.9718,0.0011448219442125242,0.0,0.0,0.0,0.0,0.0,0.0,513.6363411130371,1.3604221283990099,0.0,0.0,0.0,0.0,0.0,0.0,0.05062222222222209,0.0016171915909920138,1461832930.1889496,158338034.91401866,162425.8811321055,17593.11499044652,0.0,0.0,0.0,0.0,0.0,0.0,0.9493777777777778,0.0016171915909920318,0.006888888888888889,0.0008403409067195125,0.007022222222222222,0.0007041324230113269,0.007288888888888889,8.888888888888904e-05,0.02942222222222222,0.0012773429211733252
stress_scan,load_scale,1.0,No-EVT,5,15,1.0,1.0,1.0,1.0,2000,0.7,0.9718,0.0012077936214846135,0.0,0.0,0.0,0.0,0.0,0.0,514.0586270088891,2.007050628777534,0.0,0.0,0.0,0.0,0.0,0.0,0.05051111111111098,0.0012143178748723724,1456083962.4920695,331247844.4150002,161787.10694356327,36805.31604611114,0.0,0.0,0.0,0.0,0.0,0.0,0.9494888888888889,0.0012143178748723765,0.0071111111111111115,0.0008403409067195127,0.0072,0.000751623756679456,0.007311111111111111,0.0003014368881389007,0.028888888888888888,0.0006166416411338489
stress_scan,load_scale,1.0,Lyapunov-Greedy,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.427668292,0.16380710229204995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,1.0,Non-MEC,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.427668292,0.16380710229204995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,1.0,Stand-alone MEC,5,15,1.0,1.0,1.0,1.0,2000,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2755885464.9129143,1337590.7736871936,306209.4961014349,148.62119707635006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
stress_scan,load_scale,1.0,Random,5,15,1.0,1.0,1.0,1.0,2000,0.7,0.7505777777777778,0.0030007406493137733,0.0,0.0,0.0,0.0,0.0,0.0,999.0093797091112,21.727117316380724,0.0,0.0,0.0,0.0,0.0,0.0,0.49913333333333315,0.006032995693437672,5933018076.879496,187232694.2461474,659224.2307643885,20803.632694016374,0.12457777777777779,0.0016486432880881286,0.12517777777777778,0.0035877707236433138,0.1255111111111111,0.00341138254439421,0.1256,0.002659805989397454,0.12291111111111111,0.0036075366924889773,0.12817777777777778,0.0022917996594406646,0.12533333333333332,0.002942242363140192,0.1227111111111111,0.002128698669302762
stress_scan,load_scale,1.5,Full,5,15,1.5,1.0,1.0,1.0,2000,0.7,0.969488888888889,0.0008421020142886956,0.0,0.0,0.0,0.0,0.0,0.0,762.1180846822222,1.5035812151912296,0.0,0.0,0.0,0.0,0.0,0.0,0.05055555555555542,0.0016314804304868938,1977941385.2423365,259592778.42412895,219771.2650269263,28843.64204712543,0.0,0.0,0.0,0.0,0.0,0.0,0.9494444444444444,0.0016314804304868931,0.007088888888888889,0.0005230489909306588,0.007844444444444446,0.0007969076034240494,0.008022222222222222,0.0002474561939035563,0.0276,0.0014411929215191967
stress_scan,load_scale,1.5,IQL,5,15,1.5,1.0,1.0,1.0,2000,0.7,0.9696888888888888,0.0013210545731289537,0.0,0.0,0.0,0.0,0.0,0.0,760.7945571204444,2.4242960670761375,0.0,0.0,0.0,0.0,0.0,0.0,0.05053333333333321,0.0018357223491611804,1714201570.6157026,126884624.8865857,190466.8411795225,14098.291654065079,0.0,0.0,0.0,0.0,0.0,0.0,0.9494666666666667,0.0018357223491612142,0.007422222222222222,0.000745024649521787,0.0078000000000000005,0.0011119996447286047,0.007733333333333333,0.0008332592559667857,0.027577777777777777,0.0013723909028128453
stress_scan,load_scale,1.5,No-EVT,5,15,1.5,1.0,1.0,1.0,2000,0.7,0.969488888888889,0.0008421020142886956,0.0,0.0,0.0,0.0,0.0,0.0,762.1180846822222,1.5035812151912296,0.0,0.0,0.0,0.0,0.0,0.0,0.05055555555555542,0.0016314804304868938,1977941385.2423365,259592778.42412895,219771.2650269263,28843.64204712543,0.0,0.0,0.0,0.0,0.0,0.0,0.9494444444444444,0.0016314804304868931,0.007088888888888889,0.0005230489909306588,0.007844444444444446,0.0007969076034240494,0.008022222222222222,0.0002474561939035563,0.0276,0.0014411929215191967
stress_scan,load_scale,1.5,Lyapunov-Greedy,5,15,1.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.641502438,0.24571065343799747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,1.5,Non-MEC,5,15,1.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.641502438,0.24571065343799747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,1.5,Stand-alone MEC,5,15,1.5,1.0,1.0,1.0,2000,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4133828197.3693695,2006386.1605297504,459314.24415215215,222.93179561441224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
