scenario,value,ablation,n_seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol_mean,p_c6_viol_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std,mean_overflow_prob_mean,mean_overflow_prob_std,mean_m1_excess_cond_mean,mean_m1_excess_cond_std,mean_m2_excess_cond_mean,mean_m2_excess_cond_std,mean_offload_ratio_mean,mean_offload_ratio_std,action_0_ratio_mean,action_0_ratio_std,action_1_ratio_mean,action_1_ratio_std,action_2_ratio_mean,action_2_ratio_std,action_3_ratio_mean,action_3_ratio_std,action_4_ratio_mean,action_4_ratio_std,action_5_ratio_mean,action_5_ratio_std,action_6_ratio_mean,action_6_ratio_std,action_7_ratio_mean,action_7_ratio_std,total_energy_mean,total_energy_std,avg_energy_per_slot_user_mean,avg_energy_per_slot_user_std,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
load_scale,0.5,Full,1,15,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.25166666666666665,0.0,0.11833333333333333,0.0,0.09666666666666666,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,6.063171939432637,0.0,0.010105286565721062,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,0.5,-VQ,1,15,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.25166666666666665,0.0,0.11833333333333333,0.0,0.09666666666666666,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,6.063171939432637,0.0,0.010105286565721062,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,0.5,-GPD,1,15,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.25166666666666665,0.0,0.11833333333333333,0.0,0.09666666666666666,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,6.063171939432637,0.0,0.010105286565721062,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,0.5,-Lyapunov,1,15,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.25166666666666665,0.0,0.11833333333333333,0.0,0.09666666666666666,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,6.063171939432637,0.0,0.010105286565721062,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,0.5,-Priority,1,15,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42666666666666675,0.0,0.24833333333333332,0.0,0.11833333333333333,0.0,0.10166666666666667,0.0,0.105,0.0,0.10333333333333333,0.0,0.09,0.0,0.12333333333333334,0.0,0.11,0.0,1.3628464767019903,0.0,0.002271410794503317,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,0.5,Random,1,15,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4966666666666666,0.0,0.12833333333333333,0.0,0.12333333333333334,0.0,0.12833333333333333,0.0,0.12333333333333334,0.0,0.12,0.0,0.12666666666666668,0.0,0.13333333333333333,0.0,0.11666666666666667,0.0,8.485955022135142,0.0,0.014143258370225236,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,1.0,Full,1,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.24833333333333332,0.0,0.12333333333333334,0.0,0.095,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,12.103742628865273,0.0,0.020172904381442123,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,1.0,-VQ,1,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.24833333333333332,0.0,0.12333333333333334,0.0,0.095,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,12.103742628865273,0.0,0.020172904381442123,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,1.0,-GPD,1,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.24833333333333332,0.0,0.12333333333333334,0.0,0.095,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,12.103742628865273,0.0,0.020172904381442123,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
load_scale,1.0,-Lyapunov,1,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283333333333334,0.0,0.24833333333333332,0.0,0.12333333333333334,0.0,0.095,0.0,0.105,0.0,0.11,0.0,0.08833333333333333,0.0,0.11833333333333333,0.0,0.11166666666666666,0.0,12.103742628865273,0.0,0.020172904381442123,0.0,20.0,1.0,1e+24,1e+25,0.1,80,0.5
