experiment,scenario,value,policy,n_seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,p_c5_viol_mean,p_c5_viol_std,p_c6_viol_mean,p_c6_viol_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std,mean_c5_excess_ratio_mean,mean_c5_excess_ratio_std,mean_overflow_prob_mean,mean_overflow_prob_std,mean_m1_excess_cond_mean,mean_m1_excess_cond_std,mean_m2_excess_cond_mean,mean_m2_excess_cond_std,mean_offload_ratio_mean,mean_offload_ratio_std,total_energy_mean,total_energy_std,avg_energy_per_slot_user_mean,avg_energy_per_slot_user_std,action_0_ratio_mean,action_0_ratio_std,action_1_ratio_mean,action_1_ratio_std,action_2_ratio_mean,action_2_ratio_std,action_3_ratio_mean,action_3_ratio_std,action_4_ratio_mean,action_4_ratio_std,action_5_ratio_mean,action_5_ratio_std,action_6_ratio_mean,action_6_ratio_std,action_7_ratio_mean,action_7_ratio_std
stress_scan,load_scale,0.5,Full,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.7733333333333333,0.03265986323710909,0.52,0.04988876515698587,0.41333333333333333,0.02666666666666666,271.3917268082654,0.5964925298514916,0.6457555555555555,0.0415536184931775,15088868.598517109,583319.4731741901,614076624347254.2,24401525140012.945,0.05059999999999987,0.0017121209141562799,7.738198734806232,0.2751028125913842,0.0008597998594229147,3.056697917682046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9494,0.0017121209141562899,0.0,0.0,0.0,0.0,0.0,0.0,0.0506,0.0017121209141562868
stress_scan,load_scale,0.5,IQL,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.6666666666666666,0.0,0.41333333333333333,0.04988876515698589,0.30666666666666664,0.03265986323710903,269.883512597913,0.542621784459358,0.5248888888888888,0.027073197533563655,13002738.821172485,414158.2281548537,542519401910895.8,25310289494095.793,0.050666666666666534,0.0012746338133066588,7.39299330415336,0.1790576887121317,0.0008214437004614844,1.9895298745792415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9493333333333333,0.001274633813306656,0.0,0.0,0.0,0.0,0.0,0.0,0.050666666666666665,0.0012746338133066651
stress_scan,load_scale,0.5,No-EVT,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.7733333333333333,0.053333333333333365,0.52,0.04988876515698587,0.4,0.0,272.2088726582172,0.8256704454509933,0.6418,0.04065333114682405,16637418.94095212,617801.8405693242,798850894719027.4,33998845747281.45,0.05059999999999987,0.0018533919521771494,7.850599022488145,0.4616662326121517,0.0008722887802764604,5.129624806801684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9494,0.0018533919521771362,0.0,0.0,0.0,0.0,0.0,0.0,0.0506,0.0018533919521771598
stress_scan,load_scale,0.5,Lyapunov-Greedy,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.21383414600007,0.08190355114602553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Non-MEC,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.21383414600007,0.08190355114602553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Stand-alone MEC,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3204.7123195562876,0.13681974098447644,1.0,0.0,301504165.8590999,7415.439159391727,9.618446806697726e+16,5221226936189.156,1.0,0.0,114.31476685485156,0.009460910671139954,0.012701640761650172,1.0512122967934784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
stress_scan,load_scale,0.5,Random,5,15,0.5,1.0,1.0,1.0,2000,0.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1173.353780363551,14.786829173602564,1.0,0.0,131691629.186105,1461416.308270426,1.869358685024692e+16,416373431810921.06,0.49913333333333315,0.006032995693437672,24.763195359887025,0.4322997708519583,0.0027514661510985583,4.803330787243981e-05,0.12457777777777779,0.0016486432880881286,0.12517777777777778,0.0035877707236433138,0.1255111111111111,0.00341138254439421,0.1256,0.002659805989397454,0.12291111111111111,0.0036075366924889773,0.12817777777777778,0.0022917996594406646,0.12533333333333332,0.002942242363140192,0.1227111111111111,0.002128698669302762
stress_scan,load_scale,1.0,Full,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,1.0,0.0,1.0,0.0,0.9066666666666667,0.03265986323710904,538.9780224100864,1.964023516708129,1.0,0.0,52816847.14238547,296284.86454199906,3616717591462977.0,70653418505415.52,0.05082222222222209,0.001609539463309489,13.162543966657434,0.7926393653771349,0.0014625048851841594,8.807104059745944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9491777777777778,0.001609539463309509,0.0,0.0,0.0,0.0,0.0,0.0,0.05082222222222222,0.0016095394633094944
stress_scan,load_scale,1.0,IQL,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,1.0,0.0,0.8533333333333334,0.04988876515698587,0.8,0.0,536.1801229412504,0.8918666354155199,0.9607555555555556,0.029230577597212586,48775194.53446771,1202402.8099286195,3440796935175929.5,153446405897742.53,0.05077777777777765,0.0013146843962443518,12.778729343051207,0.4104143003154556,0.0014198588158945786,4.5601588923939515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9492222222222222,0.0013146843962443487,0.0,0.0,0.0,0.0,0.0,0.0,0.050777777777777776,0.0013146843962443604
stress_scan,load_scale,1.0,No-EVT,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,1.0,0.0,0.9733333333333334,0.03265986323710904,0.88,0.02666666666666666,539.92750594053,0.8658302677715717,1.0,0.0,55750675.61282069,483249.12908288726,4230993884458026.5,102893796074581.11,0.05071111111111098,0.0013994707994518852,13.094797431683013,0.6393317666344892,0.0014549774924092237,7.103686295938765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.949288888888889,0.0013994707994518566,0.0,0.0,0.0,0.0,0.0,0.0,0.05071111111111111,0.0013994707994518932
stress_scan,load_scale,1.0,Lyapunov-Greedy,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.427668292,0.16380710229204995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,1.0,Non-MEC,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.427668292,0.16380710229204995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300000000000144,0.0,0.0002700000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,1.0,Stand-alone MEC,5,15,1.0,1.0,1.0,1.0,2000,0.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6425.439379112661,0.2736394819682998,1.0,0.0,644144602.9046504,14830.878318786572,4.3606287666537555e+17,22039374882836.32,1.0,0.0,228.6295337097031,0.018921821342279908,0.025403281523300344,2.1024245935869567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
