experiment,scenario,value,policy,n_seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,p_c5_viol_mean,p_c5_viol_std,p_c6_viol_mean,p_c6_viol_std,p_c6_exceed_ratio_mean,p_c6_exceed_ratio_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std,mean_c5_excess_ratio_mean,mean_c5_excess_ratio_std,mean_overflow_prob_mean,mean_overflow_prob_std,mean_m1_excess_cond_mean,mean_m1_excess_cond_std,mean_m2_excess_cond_mean,mean_m2_excess_cond_std,mean_offload_ratio_mean,mean_offload_ratio_std,total_energy_mean,total_energy_std,avg_energy_per_slot_user_mean,avg_energy_per_slot_user_std,action_0_ratio_mean,action_0_ratio_std,action_1_ratio_mean,action_1_ratio_std,action_2_ratio_mean,action_2_ratio_std,action_3_ratio_mean,action_3_ratio_std,action_4_ratio_mean,action_4_ratio_std,action_5_ratio_mean,action_5_ratio_std,action_6_ratio_mean,action_6_ratio_std,action_7_ratio_mean,action_7_ratio_std
stress_scan,load_scale,0.5,Full,3,15,0.5,1.0,1.0,1.0,500,0.7,0.9608888888888889,0.0019202194661949955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.1638973777778,0.2445342101291562,0.0,0.0,0.0,0.0,0.0,0.0,0.05244444444444445,0.003574026098315495,641706.9037219794,32775.42119622902,285.2030683208797,14.566853864990676,0.0,0.0,0.0,0.0,0.0,0.0,0.9475555555555555,0.0035740260983155147,0.010074074074074074,0.00020951312035157,0.009777777777777778,0.0018856180831641268,0.009185185185185185,0.0009132465189583671,0.023407407407407408,0.0023330393700775743
stress_scan,load_scale,0.5,IQL,3,15,0.5,1.0,1.0,1.0,500,0.7,0.9614814814814814,0.0038802372899878613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.4580655051852,1.567426049279766,0.0,0.0,0.0,0.0,0.0,0.0,0.051555555555555556,0.003925227051701264,741363.8022650394,203950.52684025906,329.4950232289064,90.64467859567071,0.0,0.0,0.0,0.0,0.0,0.0,0.9484444444444444,0.003925227051701248,0.010074074074074074,0.0004190262407031392,0.010518518518518519,0.002747738813480208,0.008296296296296296,0.0013738694067401043,0.02266666666666667,0.002177324215807269
stress_scan,load_scale,0.5,No-EVT,3,15,0.5,1.0,1.0,1.0,500,0.7,0.9608888888888889,0.0019202194661949955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.1638973777778,0.2445342101291562,0.0,0.0,0.0,0.0,0.0,0.0,0.05244444444444445,0.003574026098315495,641706.9037219794,32775.42119622902,285.2030683208797,14.566853864990676,0.0,0.0,0.0,0.0,0.0,0.0,0.9475555555555555,0.0035740260983155147,0.010074074074074074,0.00020951312035157,0.009777777777777778,0.0018856180831641268,0.009185185185185185,0.0009132465189583671,0.023407407407407408,0.0023330393700775743
stress_scan,load_scale,0.5,C6-Only,3,15,0.5,1.0,1.0,1.0,500,0.7,0.9608888888888889,0.0019202194661949955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.1638973777778,0.2445342101291562,0.0,0.0,0.0,0.0,0.0,0.0,0.05244444444444445,0.003574026098315495,641706.9037219794,32775.42119622902,285.2030683208797,14.566853864990676,0.0,0.0,0.0,0.0,0.0,0.0,0.9475555555555555,0.0035740260983155147,0.010074074074074074,0.00020951312035157,0.009777777777777778,0.0018856180831641268,0.009185185185185185,0.0009132465189583671,0.023407407407407408,0.0023330393700775743
stress_scan,load_scale,0.5,Lyapunov-Greedy,3,15,0.5,1.0,1.0,1.0,500,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.05975325679015,0.09683096668945508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6074999999999998,0.0,0.0002699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Non-MEC,3,15,0.5,1.0,1.0,1.0,500,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.05975325679015,0.09683096668945508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6074999999999998,0.0,0.0002699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_scan,load_scale,0.5,Stand-alone MEC,3,15,0.5,1.0,1.0,1.0,500,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1499640.4507385553,840.57182124441,666.5068669949135,0.37358747610860427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
stress_scan,load_scale,0.5,Random,3,15,0.5,1.0,1.0,1.0,500,0.7,0.7437037037037036,0.002674884457076688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.6362499103703,11.81923763793723,0.0,0.0,0.0,0.0,0.0,0.0,0.5127407407407406,0.005212625803188011,3345480.31103786,48218.3558291638,1486.8801382390488,21.430380368517195,0.12296296296296297,0.004046370454443755,0.11585185185185186,0.005911092546151113,0.12474074074074074,0.0021873811941086558,0.1237037037037037,0.00503267785228534,0.12725925925925927,0.005741577000022548,0.12459259259259259,0.005212625803187906,0.1328888888888889,0.004546965704658605,0.128,0.005703222682939311
stress_scan,load_scale,1.0,Full,3,15,1.0,1.0,1.0,1.0,500,0.7,0.9582222222222222,0.003461724872754912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.373265042963,0.7349337283083529,0.0,0.0,0.0,0.0,0.0,0.0,0.05274074074074075,0.004237140635874096,1453911.6338187945,409635.4751550168,646.1829483639087,182.06021118000749,0.0,0.0,0.0,0.0,0.0,0.0,0.9472592592592592,0.004237140635874112,0.011259259259259259,0.0011665196850387867,0.011111111111111112,0.002379611615438372,0.009333333333333334,0.0010886621079036346,0.021037037037037038,0.0018621933466631904
stress_scan,load_scale,1.0,IQL,3,15,1.0,1.0,1.0,1.0,500,0.7,0.9583703703703703,0.003352209925625146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.07520009679007,0.6798032858840162,0.0,0.0,0.0,0.0,0.0,0.0,0.051851851851851864,0.003777051491550213,846506.2625113615,18284.871957901654,376.2250055606051,8.126609759067419,0.0,0.0,0.0,0.0,0.0,0.0,0.9481481481481482,0.0037770514915502354,0.011555555555555555,0.0009601097330974609,0.01037037037037037,0.002333039370077573,0.008592592592592593,0.0008380524814062784,0.021333333333333333,0.0027397395568751
