experiment,scenario,value,policy,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,p_c5_viol,p_c6_viol,p_c6_exceed_ratio,p_c7_viol,p_c8_viol,mean_c5_excess_ratio,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,action_5_ratio,action_6_ratio,action_7_ratio
stress_scan,load_scale,0.5,Full,7,15,0.5,1.0,1.0,1.0,50,0.7,0.6488888888888888,0.0,0.0,0.0,0.0,249.48472044444446,0.0,0.0,0.0,0.4799999999999999,513150.2546324177,2280.6677983663008,0.0,0.0,0.0,0.52,0.09777777777777778,0.07111111111111111,0.07111111111111111,0.24
stress_scan,load_scale,0.5,Full,16,15,0.5,1.0,1.0,1.0,50,0.7,0.6266666666666666,0.0,0.0,0.0,0.0,278.48965105185187,0.0,0.0,0.0,0.5244444444444444,826481.3905901271,3673.2506248450095,0.0,0.0,0.0,0.47555555555555556,0.07555555555555556,0.08888888888888889,0.13333333333333333,0.22666666666666666
stress_scan,load_scale,0.5,Full,24,15,0.5,1.0,1.0,1.0,50,0.7,0.6355555555555554,0.0,0.0,0.0,0.0,247.0024652,0.0,0.0,0.0,0.4666666666666667,525353.0669007915,2334.9025195590734,0.0,0.0,0.0,0.5333333333333333,0.08888888888888889,0.08444444444444445,0.12,0.17333333333333334
stress_scan,load_scale,0.5,IQL,7,15,0.5,1.0,1.0,1.0,50,0.7,0.6755555555555556,0.0,0.0,0.0,0.0,218.53491216296294,0.0,0.0,0.0,0.4311111111111111,497409.93102022767,2210.7108045343452,0.0,0.0,0.0,0.5688888888888889,0.07111111111111111,0.08,0.08,0.2
stress_scan,load_scale,0.5,IQL,16,15,0.5,1.0,1.0,1.0,50,0.7,0.64,0.0,0.0,0.0,0.0,266.45331565925926,0.0,0.0,0.0,0.5244444444444444,705419.7888792555,3135.19906168558,0.0,0.0,0.0,0.47555555555555556,0.09333333333333334,0.04,0.1288888888888889,0.26222222222222225
stress_scan,load_scale,0.5,IQL,24,15,0.5,1.0,1.0,1.0,50,0.7,0.6799999999999999,0.0,0.0,0.0,0.0,232.10951582222228,0.0,0.0,0.0,0.4444444444444444,668396.4848413112,2970.651043739161,0.0,0.0,0.0,0.5555555555555556,0.06222222222222222,0.09333333333333334,0.09777777777777778,0.19111111111111112
stress_scan,load_scale,0.5,No-EVT,7,15,0.5,1.0,1.0,1.0,50,0.7,0.6488888888888888,0.0,0.0,0.0,0.0,249.48472044444446,0.0,0.0,0.0,0.4799999999999999,513150.2546324177,2280.6677983663008,0.0,0.0,0.0,0.52,0.09777777777777778,0.07111111111111111,0.07111111111111111,0.24
stress_scan,load_scale,0.5,No-EVT,16,15,0.5,1.0,1.0,1.0,50,0.7,0.6266666666666666,0.0,0.0,0.0,0.0,278.48965105185187,0.0,0.0,0.0,0.5244444444444444,826481.3905901271,3673.2506248450095,0.0,0.0,0.0,0.47555555555555556,0.07555555555555556,0.08888888888888889,0.13333333333333333,0.22666666666666666
stress_scan,load_scale,0.5,No-EVT,24,15,0.5,1.0,1.0,1.0,50,0.7,0.6355555555555554,0.0,0.0,0.0,0.0,247.0024652,0.0,0.0,0.0,0.4666666666666667,525353.0669007915,2334.9025195590734,0.0,0.0,0.0,0.5333333333333333,0.08888888888888889,0.08444444444444445,0.12,0.17333333333333334
stress_scan,load_scale,0.5,C6-Only,7,15,0.5,1.0,1.0,1.0,50,0.7,0.6488888888888888,0.0,0.0,0.0,0.0,249.48472044444446,0.0,0.0,0.0,0.4799999999999999,513150.2546324177,2280.6677983663008,0.0,0.0,0.0,0.52,0.09777777777777778,0.07111111111111111,0.07111111111111111,0.24
